"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","mailingaddress","businessaddress","url"
"ALRN","Aileron Therapeutics, Inc.",2.35,"$34.63M",2017,"Health Care","Major Pharmaceuticals","NASDAQ","490 ARSENAL WAY,,WATERTOWN MA 02472","490 ARSENAL WAY,,WATERTOWN MA 02472,617-995-0900","https://www.sec.gov//Archives/edgar/data/1420565/000156459018007403/alrn-10k_20171231.htm"
"ALSK","Alaska Communications Systems Group, Inc.",1.54,"$81.9M",1999,"Public Utilities","Telecommunications Equipment","NASDAQ","600 TELEPHONE AVENUE,-,,ANCHORAGE AK 99503","600 TELEPHONE AVENUE,-,,ANCHORAGE AK 99503,9072973000","https://www.sec.gov//Archives/edgar/data/1089511/000143774918004865/alsk20171231_10k.htm"
"ALTR","Altair Engineering Inc.",35.86,"$2.51B",2017,"Technology","Computer Software: Prepackaged Software","NASDAQ","1820 E. BIG BEAVER ROAD,,TROY MI 48083","1820 E. BIG BEAVER ROAD,,TROY MI 48083,248-614-2400","https://www.sec.gov//Archives/edgar/data/1701732/000119312518090811/d503331d10k.htm"
"ALXN","Alexion Pharmaceuticals, Inc.",125.89,"$28.06B",1996,"Health Care","Major Pharmaceuticals","NASDAQ","121 SEAPORT BOULEVARD,,BOSTON MA 02210","121 SEAPORT BOULEVARD,,BOSTON MA 02210,4752302596","https://www.sec.gov//Archives/edgar/data/899866/000089986618000022/alxn10k12312017.htm"
"AMAG","AMAG Pharmaceuticals, Inc.",22.82,"$786.67M",NA,"Health Care","Major Pharmaceuticals","NASDAQ","1100 WINTER STREET,,WALTHAM MA 02451","1100 WINTER STREET,,WALTHAM MA 02451,6174983300","https://www.sec.gov//Archives/edgar/data/792977/000079297718000012/a201710-k.htm"
"AMBA","Ambarella, Inc.",32.81,"$1.05B",2012,"Technology","Semiconductors","NASDAQ","3101 JAY STREET,,SANTA CLARA CA 95054","3101 JAY STREET,,SANTA CLARA CA 95054,408-734-8888","https://www.sec.gov//Archives/edgar/data/1280263/000156459018007226/amba-10k_20180131.htm"
"AMBC","Ambac Financial Group, Inc.",19.6,"$888.51M",NA,"Finance","Property-Casualty Insurers","NASDAQ","ONE STATE ST PLZ,,NEW YORK NY 10004","ONE STATE ST PLZ,,NEW YORK NY 10004,2126680340","https://www.sec.gov//Archives/edgar/data/874501/000087450118000027/a01-006ambcx20171231x10k.htm"
"AMCX","AMC Networks Inc.",60.12,"$3.42B",NA,"Consumer Services","Television Services","NASDAQ","11 PENN PLAZA,,NEW YORK NY 10001","11 PENN PLAZA,,NEW YORK NY 10001,(212) 324-8500","https://www.sec.gov//Archives/edgar/data/1514991/000151499118000004/amcx-123117x10k.htm"
"AMD","Advanced Micro Devices, Inc.",23.66,"$23.07B",NA,"Technology","Semiconductors","NASDAQ","2485 AUGUSTINE DRIVE,,SANTA CLARA CA 95054","2485 AUGUSTINE DRIVE,,SANTA CLARA CA 95054,(408) 749-4000","https://www.sec.gov//Archives/edgar/data/2488/000000248818000042/amd-12302017x10k.htm"
"AMED","Amedisys Inc",108.23,"$3.45B",NA,"Health Care","Medical/Nursing Services","NASDAQ","3854 AMERICAN WAY,SUITE A,,BATON ROUGE LA 70816","3854 AMERICAN WAY,SUITE A,,BATON ROUGE LA 70816,2252922031","https://www.sec.gov//Archives/edgar/data/896262/000162828018002423/amed-20173112x10xk.htm"
"AMEH","Apollo Medical Holdings, Inc.",17.75,"$595.02M",NA,"Consumer Services","Professional Services","NASDAQ","700 NORTH BRAND BLVD.,,SUITE 1400,,GLENDALE CA 91203","700 NORTH BRAND BLVD.,,SUITE 1400,,GLENDALE CA 91203,818-839-5200","https://www.sec.gov//Archives/edgar/data/1083446/000114420418018690/tv489499_10k.htm"
"AMGN","Amgen Inc.",201.8,"$130.62B",1983,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ","ONE AMGEN CENTER DRIVE,,THOUSAND OAKS CA 91320","ONE AMGEN CENTER DRIVE,,THOUSAND OAKS CA 91320,(805)447-1000","https://www.sec.gov//Archives/edgar/data/318154/000031815418000004/amgn-12312017x10k.htm"
"AMKR","Amkor Technology, Inc.",6.09,"$1.46B",1998,"Technology","Semiconductors","NASDAQ","2045 EAST INNOVATION CIRCLE,,TEMPE AZ 85284","2045 EAST INNOVATION CIRCLE,,TEMPE AZ 85284,480-821-5000","https://www.sec.gov//Archives/edgar/data/1047127/000104712718000009/amkr12311710k.htm"
"AMMA","Alliance MMA, Inc.",0.3,"$4.46M",2016,"Consumer Services","Services-Misc. Amusement & Recreation","NASDAQ","590 MADISON AVENUE,,NEW YORK NY 10022","590 MADISON AVENUE,,NEW YORK NY 10022,2127397825","https://www.sec.gov//Archives/edgar/data/1674227/000114420418020741/tv480541_10k.htm"
"AMNB","American National Bankshares, Inc.",37.15,"$323.74M",NA,"Finance","Major Banks","NASDAQ","628 MAIN STREET,P O BOX 191,,DANVILLE VA 24543","628 MAIN ST,,DANVILLE VA 24541,4347925111","https://www.sec.gov//Archives/edgar/data/741516/000074151618000012/amnb-12312017x10k.htm"
"AMPH","Amphastar Pharmaceuticals, Inc.",18.53,"$857.13M",2014,"Health Care","Major Pharmaceuticals","NASDAQ","11570 SIXTH STREET,,RANCHO CUCAMONGA CA 91730","11570 SIXTH STREET,,RANCHO CUCAMONGA CA 91730,909-980-9484","https://www.sec.gov//Archives/edgar/data/1297184/000129718418000011/amph-20171231x10k.htm"
"AMR","Alta Mesa Resources, Inc.",3.52,"$1.35B",2017,"Energy","Oil & Gas Production","NASDAQ","15021 KATY FREEWAY,SUITE 400,,HOUSTON TX 77094","15021 KATY FREEWAY,SUITE 400,,HOUSTON TX 77094,281-530-0991","https://www.sec.gov//Archives/edgar/data/1690769/000110465918021282/a18-8783_110k.htm"
"AMRB","American River Bankshares",15.4799,"$90.79M",NA,"Finance","Major Banks","NASDAQ","3100 ZINFANDEL DRIVE,SUITE 450,,RANCHO CORDOVA CA 95670","3100 ZINFANDEL DRIVE,SUITE 450,,RANCHO CORDOVA CA 95670,9162316723","https://www.sec.gov//Archives/edgar/data/1108236/000101905618000409/arb_10k17.htm"
"AMRK","A-Mark Precious Metals, Inc.",13.83,"$97.24M",NA,"Basic Industries","Other Specialty Stores","NASDAQ","2121 ROSECRANS AVENUE,SUITE 6300,,EL SEGUNDO CA 90245","2121 ROSECRANS AVENUE,SUITE 6300,,EL SEGUNDO CA 90245,310-587-1414","https://www.sec.gov//Archives/edgar/data/1591588/000159158818000044/a-mark10xkw2018junfs.htm"
"AMRS","Amyris, Inc.",7.54,"$379.89M",2010,"Basic Industries","Major Chemicals","NASDAQ","5885 HOLLIS STREET, SUITE 100,,EMERYVILLE CA 94608","5885 HOLLIS STREET, SUITE 100,,EMERYVILLE CA 94608,510-450-0761","https://www.sec.gov//Archives/edgar/data/1365916/000117184318002791/f10k_041318p.htm"
"AMSC","American Superconductor Corporation",6.79,"$144.14M",1991,"Consumer Durables","Metal Fabrications","NASDAQ","SIXTY FOUR JACKSON ROAD,,DEVENS MA 01434","SIXTY FOUR JACKSON ROAD,,DEVENS MA 01434,9788423000","https://www.sec.gov//Archives/edgar/data/880807/000162828018007644/amsc2018033110-k.htm"
"AMSF","AMERISAFE, Inc.",63.09,"$1.22B",2005,"Finance","Property-Casualty Insurers","NASDAQ","2301 HIGHWAY 190 WEST,,DERIDDER LA 70634","2301 HIGHWAY 190 WEST,,DERIDDER LA 70634,337-463-9052","https://www.sec.gov//Archives/edgar/data/1018979/000156459018003779/amsf-10k_20171231.htm"
"AMSWA","American Software, Inc.",11,"$339.97M",NA,"Technology","Computer Software: Prepackaged Software","NASDAQ","470 EAST PACES FERRY ROAD NE,,ATLANTA GA 30305","470 E PACES FERRY RD NE,,ATLANTA GA 30305,4042614381","https://www.sec.gov//Archives/edgar/data/713425/000119312518217611/d580667d10k.htm"
"AMTD","TD Ameritrade Holding Corporation",50.48,"$28.65B",1997,"Finance","Investment Bankers/Brokers/Service","NASDAQ","200 SOUTH 108TH AVENUE,,OMAHA NE 68154","200 SOUTH 108TH AVENUE,,OMAHA NE 68154,4023317856","https://www.sec.gov//Archives/edgar/data/1173431/000117343117000150/amtd_20170930x10k.htm"
"AMWD","American Woodmark Corporation",62.92,"$1.11B",1986,"Basic Industries","Forest Products","NASDAQ","3102 SHAWNEE DRIVE,,WINCHESTER VA 22601","3102 SHAWNEE DRIVE,,WINCHESTER VA 22601,(540) 665-9100","https://www.sec.gov//Archives/edgar/data/794619/000079461918000077/amwd-2018430x10k.htm"
"AMZN","Amazon.com, Inc.",1764.03,"$860.39B",1997,"Consumer Services","Catalog/Specialty Distribution","NASDAQ","410 TERRY AVENUE NORTH,,SEATTLE WA 98109","410 TERRY AVENUE NORTH,,SEATTLE WA 98109,2062661000","https://www.sec.gov//Archives/edgar/data/1018724/000101872418000005/amzn-20171231x10k.htm"
"ANAB","AnaptysBio, Inc.",78.75,"$1.89B",2017,"Health Care","Major Pharmaceuticals","NASDAQ","10421 PACIFIC CENTER COURT, SUITE 200,,SAN DIEGO CA 92121","10421 PACIFIC CENTER COURT, SUITE 200,,SAN DIEGO CA 92121,858-362-6295","https://www.sec.gov//Archives/edgar/data/1370053/000137005318000014/anab-123117x10k.htm"
"ANAT","American National Insurance Company",123.89,"$3.33B",NA,"Finance","Life Insurance","NASDAQ","ONE MOODY PLZ,,GALVESTON TX 77550","ONE MOODY PLAZA, 14TH FL,SEC UNIT - 8TH FLOOR,,GALVESTON TX 77550,409-766-6480","https://www.sec.gov//Archives/edgar/data/904163/000119312518064370/d371918d10k.htm"
"ANCB","Anchor Bancorp",26.55,"$65.95M",2011,"Finance","Banks","NASDAQ","601 WOODLAND SQUARE LOOP SE,,LACEY WA 98503","601 WOODLAND SQUARE LOOP SE,,LACEY WA 98503,(360) 491-2250","https://www.sec.gov//Archives/edgar/data/1448301/000093905718000456/ancb10-k20180630.htm"
"ANCX","Access National Corporation",25.6,"$532.41M",NA,"Finance","Savings Institutions","NASDAQ","1800 ROBERT FULTON DR, SUITE 300,,RESTON VA 20191","1800 ROBERT FULTON DR, SUITE 300,,RESTON VA 20191,7038712100","https://www.sec.gov//Archives/edgar/data/1176316/000162828018004021/ancx201710-kdocument.htm"
"ANDE","The Andersons, Inc.",35.96,"$1.02B",NA,"Consumer Services","Farming/Seeds/Milling","NASDAQ","1947 BRIARFIELD BOULEVARD,,MAUMEE OH 43537","1947 BRIARFIELD BOULEVARD,,MAUMEE OH 43537,4198935050","https://www.sec.gov//Archives/edgar/data/821026/000082102618000009/ande2017123110-k.htm"
"ANGI","ANGI Homeservices Inc.",19.31,"$9.39B",NA,"Consumer Services","Advertising","NASDAQ","555 WEST 18TH STREET,,NEW YORK NY 10011","555 WEST 18TH STREET,,NEW YORK NY 10011,2123147230","https://www.sec.gov//Archives/edgar/data/1705110/000170511018000004/angi-20173112x10k.htm"
"ANGO","AngioDynamics, Inc.",20.14,"$747.63M",2004,"Health Care","Medical/Dental Instruments","NASDAQ","14 PLAZA DRIVE,,LATHAM NY 12110","14 PLAZA DRIVE,,LATHAM NY 12110,5187981215","https://www.sec.gov//Archives/edgar/data/1275187/000127518718000011/ango-053118x10k.htm"
"ANIK","Anika Therapeutics Inc.",41,"$597.93M",NA,"Health Care","Medical/Dental Instruments","NASDAQ","32 WIGGINS AVENUE,,BEDFORD MA 01730","32 WIGGINS AVENUE,,BEDFORD MA 01730,(781) 457-9000","https://www.sec.gov//Archives/edgar/data/898437/000117184318001450/f10k_022618p.htm"
"ANIP","ANI Pharmaceuticals, Inc.",55,"$650.58M",NA,"Health Care","Major Pharmaceuticals","NASDAQ","210 MAIN STREET WEST,,BAUDETTE MN 56623","210 MAIN STREET WEST,,BAUDETTE MN 56623,2186343500","https://www.sec.gov//Archives/edgar/data/1023024/000114420418011197/tv484825_10k.htm"
"ANSS","ANSYS, Inc.",150.58,"$12.69B",1996,"Technology","Computer Software: Prepackaged Software","NASDAQ","2600 ANSYS DRIVE, SOUTHPOINTE,,CANONSBURG PA 15317","2600 ANSYS DRIVE, SOUTHPOINTE,,CANONSBURG PA 15317,8444626797","https://www.sec.gov//Archives/edgar/data/1013462/000101346218000004/anss2017123110k.htm"
"AOBC","American Outdoor Brands Corporation",13.91,"$756.55M",NA,"Capital Goods","Ordnance And Accessories","NASDAQ","2100 ROOSEVELT AVENUE,,SPRINGFIELD MA 01104","2100 ROOSEVELT AVENUE,,SPRINGFIELD MA 01104,844-363-5386","https://www.sec.gov//Archives/edgar/data/1092796/000156459018015882/aobc-10k_20180430.htm"
"APDN","Applied DNA Sciences Inc",1.25,"$37.64M",NA,"Consumer Services","Other Consumer Services","NASDAQ","50 HEALTH SCIENCES DRIVE,,STONY BROOK NY 11790","50 HEALTH SCIENCES DRIVE,,STONY BROOK NY 11790,631-240-8800","https://www.sec.gov//Archives/edgar/data/744452/000114420417065635/tv481096_10k.htm"
"APEI","American Public Education, Inc.",29.83,"$489.92M",2007,"Consumer Services","Other Consumer Services","NASDAQ","111 W CONGRESS STREET,,CHARLES TOWN WV 25414","111 W CONGRESS STREET,,CHARLES TOWN WV 25414,(304) 724-3700","https://www.sec.gov//Archives/edgar/data/1201792/000120179218000003/apei-20171231x10k.htm"
"APOG","Apogee Enterprises, Inc.",37.6,"$1.06B",NA,"Capital Goods","Auto Parts:O.E.M.","NASDAQ","4400 WEST 78TH STREET,SUITE 520,,MINNEAPOLIS MN 55435","4400 WEST 78TH STREET,SUITE 520,,MINNEAPOLIS MN 55435,6128351874","https://www.sec.gov//Archives/edgar/data/6845/000000684518000009/apog-20183310k.htm"
"APPF","AppFolio, Inc.",60.07,"$2.06B",2015,"Technology","Computer Software: Prepackaged Software","NASDAQ","50 CASTILIAN DRIVE,,GOLETA CA 93117","50 CASTILIAN DRIVE,,GOLETA CA 93117,8053646093","https://www.sec.gov//Archives/edgar/data/1433195/000143319518000011/appf201710-k.htm"
"APPN","Appian Corporation",23.76,"$1.47B",2017,"Technology","Computer Software: Prepackaged Software","NASDAQ","11955 DEMOCRACY DRIVE,SUITE 1700,,RESTON VA 20190","11955 DEMOCRACY DRIVE,SUITE 1700,,RESTON VA 20190,703-442-8844","https://www.sec.gov//Archives/edgar/data/1441683/000144168318000023/appn1231201710-k.htm"
"APPS","Digital Turbine, Inc.",1.33,"$102.16M",NA,"Miscellaneous","Multi-Sector Companies","NASDAQ","110 SAN ANTONIO STREET,#160,,AUSTIN TX 78701","110 SAN ANTONIO STREET,#160,,AUSTIN TX 78701,(512) 387-7717","https://www.sec.gov//Archives/edgar/data/317788/000162828018007821/q4fy201810-kdocument.htm"
"APRI","Apricus Biosciences, Inc.",0.3131,"$7.34M",NA,"Health Care","Major Pharmaceuticals","NASDAQ","11975 EL CAMINO REAL,,SUITE 300,,SAN DIEGO, CA 92130","11975 EL CAMINO REAL,,SUITE 300,,SAN DIEGO, CA 92130,(858) 222-8041","https://www.sec.gov//Archives/edgar/data/1017491/000101749118000026/apri12311710k.htm"
"APTI","Apptio, Inc.",28.41,"$1.27B",2016,"Technology","Computer Software: Prepackaged Software","NASDAQ","11100 NE 8TH STREET,SUITE 600,,BELLEVUE WA 98004","11100 NE 8TH STREET,SUITE 600,,BELLEVUE WA 98004,425-453-5861","https://www.sec.gov//Archives/edgar/data/1419625/000156459018002705/apti-10k_20171231.htm"
"APVO","Aptevo Therapeutics Inc.",4.02,"$91.13M",NA,"Health Care","Major Pharmaceuticals","NASDAQ","2401 4TH AVE.,SUITE 1050,,SEATTLE WA 98121","2401 4TH AVE.,SUITE 1050,,SEATTLE WA 98121,206-838-0500","https://www.sec.gov//Archives/edgar/data/1671584/000156459018005384/apvo-10k_20171231.htm"
"AQB","AquaBounty Technologies, Inc.",3.32,"$42.66M",NA,NA,NA,"NASDAQ","TWO CLOCK TOWER PLACE,SUITE 395,,MAYNARD MA 01754","TWO CLOCK TOWER PLACE,SUITE 395,,MAYNARD MA 01754,978-648-6000","https://www.sec.gov//Archives/edgar/data/1603978/000160397818000025/aqb10-k20171231.htm"
"AQMS","Aqua Metals, Inc.",2.62,"$101.6M",2015,"Basic Industries","Metal Fabrications","NASDAQ","1010 ATLANTIC AVENUE,,ALAMEDA CA 94501","1010 ATLANTIC AVENUE,,ALAMEDA CA 94501,(510) 479-7635","https://www.sec.gov//Archives/edgar/data/1621832/000161577418001909/s109308_10k.htm"
"AQXP","Aquinox Pharmaceuticals, Inc.",2.59,"$60.96M",2014,"Health Care","Major Pharmaceuticals","NASDAQ","887 GREAT NORTHERN WAY,SUITE 450,,VANCOUVER A1 V5T 4T5","887 GREAT NORTHERN WAY,SUITE 450,,VANCOUVER A1 V5T 4T5,604-629-9223","https://www.sec.gov//Archives/edgar/data/1404644/000119312518079210/d478892d10k.htm"
"ARAY","Accuray Incorporated",3.61,"$312.25M",2007,"Health Care","Medical/Dental Instruments","NASDAQ","1310 CHESAPEAKE TERRACE,,SUNNYVALE CA 94089","1310 CHESAPEAKE TERRACE,,SUNNYVALE CA 94089,4087164600","https://www.sec.gov//Archives/edgar/data/1138723/000156459018022303/aray-10k_20180630.htm"
"ARCB","ArcBest Corporation",38.32,"$984.22M",NA,"Transportation","Trucking Freight/Courier Services","NASDAQ","P O BOX 10048,,FORT SMITH AR 72917-0048","8401 MCCLURE DRIVE,,FORT SMITH AR 72916,4797856000","https://www.sec.gov//Archives/edgar/data/894405/000155837018001312/arcb-20171231x10k.htm"
"ARCC","Ares Capital Corporation",16.26,"$6.93B",2004,NA,NA,"NASDAQ","245 PARK AVENUE, 44TH FLOOR,,NEW YORK NY 10167","245 PARK AVENUE, 44TH FLOOR,,NEW YORK NY 10167,2127507300","https://www.sec.gov//Archives/edgar/data/1287750/000128775018000007/arccq4-1710k.htm"
"ARCW","ARC Group Worldwide, Inc.",1.75,"$40.86M",NA,"Capital Goods","Metal Fabrications","NASDAQ","7040 COUNTY ROAD 20,,LONGMONT CO 80504","7040 COUNTY ROAD 20,,LONGMONT CO 80504,303-467-5236","https://www.sec.gov//Archives/edgar/data/826326/000155837018007587/arcw-20180630x10k.htm"
"ARDX","Ardelyx, Inc.",3.89,"$241.39M",2014,"Health Care","Major Pharmaceuticals","NASDAQ","34175 ARDENWOOD BLVD.,,FREMONT CA 94555","34175 ARDENWOOD BLVD.,,FREMONT CA 94555,510-745-7047","https://www.sec.gov//Archives/edgar/data/1437402/000155837018002056/ardx-20171231x10k.htm"
"AREX","Approach Resources Inc.",1.91,"$180.47M",2007,"Energy","Oil & Gas Production","NASDAQ","ONE RIDGMAR CENTRE,6500 WEST FREEWAY, SUITE 800,,FORT WORTH TX 76116","ONE RIDGMAR CENTRE,6500 WEST FREEWAY, SUITE 800,,FORT WORTH TX 76116,8179899000","https://www.sec.gov//Archives/edgar/data/1405073/000156459018005124/arex-10k_20171231.htm"
"ARII","American Railcar Industries, Inc.",46.29,"$883.39M",2006,"Capital Goods","Railroads","NASDAQ","100 CLARK STREET,,ST. CHARLES MO 63301","100 CLARK STREET,,ST. CHARLES MO 63301,636-940-6000","https://www.sec.gov//Archives/edgar/data/1344596/000134459618000016/arii-12312017x10k.htm"
"ARLP","Alliance Resource Partners, L.P.",19.8,"$2.6B",1999,"Energy","Coal Mining","NASDAQ","","1717 SOUTH BOULDER AVENUE,,TULSA OK 74119,9182957600","https://www.sec.gov//Archives/edgar/data/1086600/000155837018000985/arlp-20171231x10k.htm"
"ARNA","Arena Pharmaceuticals, Inc.",39.995,"$1.97B",2000,"Health Care","Major Pharmaceuticals","NASDAQ","6154 NANCY RIDGE DRIVE,,SAN DIEGO CA 92121","6154 NANCY RIDGE DRIVE,,SAN DIEGO CA 92121,858-453-7200","https://www.sec.gov//Archives/edgar/data/1080709/000156459018005660/arna-10k_20171231.htm"
"AROW","Arrow Financial Corporation",34.73,"$501.38M",NA,"Finance","Major Banks","NASDAQ","250 GLEN STREET,,GLENS FALLS NY 12801","250 GLEN ST,,GLENS FALLS NY 12801,5184154299","https://www.sec.gov//Archives/edgar/data/717538/000071753818000060/arow-12312017x10k.htm"
"ARQL","ArQule, Inc.",4.32,"$470.09M",1996,"Health Care","Major Pharmaceuticals","NASDAQ","ONE WALL STREET,,BURLINGTON MA 01803","ONE WALL STREET,,BURLINGTON MA 01803,781-994-0300","https://www.sec.gov//Archives/edgar/data/1019695/000114420418012722/tv487013-10k.htm"
"ARRS","ARRIS International plc",23.28,"$4.2B",NA,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ","3871 LAKEFIELD DRIVE,,SUWANEE GA 30024","3871 LAKEFIELD DRIVE,,SUWANEE GA 30024,(678)473-2000","https://www.sec.gov//Archives/edgar/data/1645494/000119312518066821/d505150d10k.htm"
"ARRY","Array BioPharma Inc.",15.15,"$3.23B",2000,"Health Care","Major Pharmaceuticals","NASDAQ","3200 WALNUT STREET,,BOULDER CO 80301","3200 WALNUT STREET,,BOULDER CO 80301,3033816600","https://www.sec.gov//Archives/edgar/data/1100412/000110041218000026/a06301810-k.htm"
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.",2.15,"$9.03M",NA,"Capital Goods","Industrial Machinery/Components","NASDAQ","P O BOX 288,,ARMSTRONG IA 50514","P O BOX 288,,ARMSTRONG IA 50514,7128643131","https://www.sec.gov//Archives/edgar/data/7623/000143774918001906/artw20171130_10k.htm"
"ARTX","Arotech Corporation",2.86,"$75.75M",1994,"Miscellaneous","Industrial Machinery/Components","NASDAQ","1229 OAK VALLEY DRIVE,,ANN ARBOR MI 48108","1229 OAK VALLEY DRIVE,,ANN ARBOR MI 48108,8002810356","https://www.sec.gov//Archives/edgar/data/916529/000118518518000434/arotech10k123117.htm"
"ARWR","Arrowhead Pharmaceuticals, Inc.",13.05,"$1.15B",NA,"Health Care","Major Pharmaceuticals","NASDAQ","225 SOUTH LAKE AVENUE,SUITE 1050,,PASADENA CA 91101","225 SOUTH LAKE AVENUE,SUITE 1050,,PASADENA CA 91101,626-304-3400","https://www.sec.gov//Archives/edgar/data/879407/000156459017024834/arwr-10k_20170930.htm"
"ASCMA","Ascent Capital Group, Inc.",1.085,"$13.49M",NA,"Consumer Services","Other Consumer Services","NASDAQ","5251 DTC PARKWAY,SUITE 1000,,GREENWOOD VILLAGE CO 80111","5251 DTC PARKWAY,SUITE 1000,,GREENWOOD VILLAGE CO 80111,303-628-5600","https://www.sec.gov//Archives/edgar/data/1437106/000143710618000017/acg201710-k.htm"
"ASFI","Asta Funding, Inc.",3.75,"$25.07M",1995,"Finance","Finance Companies","NASDAQ","210 SYLVAN AVE,,ENGLEWOOD CLIFFS NJ 07632","210 SYLVAN AVE,,ENGLEWOOD CLIFFS NJ 07632,201-567-5648","https://www.sec.gov//Archives/edgar/data/1001258/000143774918018233/asta20170930_10k.htm"
"ASMB","Assembly Biosciences, Inc.",23.35,"$594.18M",NA,"Health Care","Major Pharmaceuticals","NASDAQ","11711 N. MERIDIAN STREET,SUITE 310,,CARMEL IN 46032","11711 N. MERIDIAN STREET,SUITE 310,,CARMEL IN 46032,(212) 554-4388","https://www.sec.gov//Archives/edgar/data/1426800/000114420418013474/tv486659_10k.htm"
"ASNA","Ascena Retail Group, Inc.",3.63,"$712.84M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ","933 MACARTHUR BOULEVARD,,MAHWAH NJ 07430","933 MACARTHUR BOULEVARD,,MAHWAH NJ 07430,551.777.6700","https://www.sec.gov//Archives/edgar/data/1498301/000149830118000059/asna10-k8042018.htm"
"ASNS","Arsanis, Inc.",1.5,"$21.47M",2017,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ","890 WINTER STREET, SUITE 230,,WALTHAM MA 02451","890 WINTER STREET, SUITE 230,,WALTHAM MA 02451,781-819-5704","https://www.sec.gov//Archives/edgar/data/1501697/000156459018005038/asns-10k_20171231.htm"
"ASPS","Altisource Portfolio Solutions S.A.",29.47,"$502.2M",NA,"Consumer Services","Other Consumer Services","NASDAQ","40, AVENUE MONTEREY,L-2163 LUXEMBOURG CITY,,GRAND DUCHY OF LUXEMBOURG N4 50","40, AVENUE MONTEREY,L-2163 LUXEMBOURG CITY,,GRAND DUCHY OF LUXEMBOURG N4 50,352 24 69 79 00","https://www.sec.gov//Archives/edgar/data/1462418/000146241818000011/asps-12312017x10k.htm"
"ASRT","Assertio Therapeutics, Inc.",5.76,"$368.15M",NA,"Health Care","Major Pharmaceuticals","NASDAQ","100 SOUTH SAUNDERS RD,SUITE 300,,LAKE FOREST IL 60045","100 SOUTH SAUNDERS RD,SUITE 300,,LAKE FOREST IL 60045,(224) 419-7106","https://www.sec.gov//Archives/edgar/data/1005201/000155837018001325/depo-20171231x10k.htm"
